id,loss
2,1495.7423584
10,967.782766113
23,8056.32833008
34,1708.57844727
41,940.013458252
61,1101.99737915
73,2356.51225342
89,1210.52099854
93,2196.01739014
107,4199.2152002
130,1447.08609619
149,2166.70909424
153,1268.69708008
156,9942.18768555
172,2487.58374023
174,2562.13968018
202,2727.70726074
208,1185.01941162
212,1472.59756592
218,1592.23182373
223,1210.42085693
228,4815.72202148
232,1050.90102905
248,1518.82102539
260,2025.56363281
276,3356.57
277,2757.32918457
285,1564.7971875
291,1827.87914551
292,1267.82709717
298,1441.75230957
306,1310.1816748
316,1008.60369263
318,545.187392578
320,1413.84645996
325,4032.97131348
335,3459.20009277
343,1956.72558105
383,1735.1230957
386,1826.99395508
388,4721.18698242
393,1350.18014648
402,1206.67683472
406,1807.68605469
414,1092.91982178
422,2894.52452637
430,1721.17287842
435,2115.39464111
437,2048.04285645
449,11583.4982227
450,1685.6592749
451,2089.68532471
474,1964.02276855
499,1597.94116943
502,6080.75691406
517,1013.95342285
522,2066.14195557
526,1361.59876465
527,1385.94697754
534,1528.90571777
536,3539.50404785
542,809.411374512
552,3391.50666504
561,1770.36259766
563,1571.51223145
576,1205.34309814
584,1617.76780518
592,1530.94438232
599,1070.74052856
603,1949.16569092
605,3632.13123535
608,4623.6341748
621,3869.32103516
625,678.885213623
644,1422.95151855
653,1199.68422607
670,2388.53505859
674,2671.06687988
679,2186.01986816
681,1168.12630249
685,2107.31771729
691,8327.93291992
693,1674.69203125
699,3357.88685059
784,1444.48781738
786,1377.09909424
797,4983.42149414
806,1837.11994873
821,2325.64083252
829,5161.25950684
836,1675.82585449
837,1358.27305664
843,2423.37794678
854,1405.61180664
857,3385.3375293
860,1365.72080566
867,5477.95770508
878,9747.52699219
881,3054.58850098
890,2922.88209473
893,1380.43400635
895,1582.42728516
900,3926.64105957
917,2931.8295752
921,2078.22195801
926,10113.9235059
930,2211.43094482
936,1642.95958252
938,3604.32979004
951,1933.34114258
970,2066.37476318
987,6758.81942383
988,1202.7343689
992,1925.6537085
993,1614.12291016
997,5026.35683105
1001,2470.69241211
1014,3091.56082031
1020,4022.57899902
1039,9213.6144043
1046,1506.19756836
1062,1655.50738525
1075,832.341380615
1079,5969.12145508
1082,955.662568359
1092,972.248970947
1095,2300.13090332
1104,3269.14341309
1112,1909.4041626
1117,2038.55428467
1125,4058.3517334
1128,2028.75185059
1129,4318.06182617
1131,2718.39132813
1134,2292.68164795
1156,1599.23029541
1160,1146.60786621
1161,1778.83134277
1162,2826.92109375
1166,3726.82791016
1167,1756.77094238
1168,905.338103027
1169,737.047382813
1174,4258.09432617
1177,3524.5203418
1181,1946.69366699
1187,1681.64320557
1189,6450.22564453
1195,4896.53393555
1198,5318.75610352
1203,3806.69044922
1211,1577.98092285
1226,1457.40878418
1230,871.869100342
1237,6692.03271484
1256,1512.23763672
1283,2077.86970459
1285,1841.17417236
1288,3021.68556641
1302,951.041842041
1309,1088.03865356
1317,1595.32559326
1338,1583.38432861
1343,2586.7065625
1345,3329.87397461
1349,5801.62524414
1350,1360.43679688
1364,1665.37407227
1366,2890.24487793
1370,3781.28473145
1372,1044.71481201
1386,1529.68577148
1389,734.074804687
1420,1270.91481201
1439,986.907176514
1442,3028.36371094
1460,1123.30608887
1466,1563.78647461
1472,1199.93215332
1487,1542.90289307
1524,2366.0493042
1533,5768.43279297
1535,2142.75316406
1537,718.550219727
1540,3311.15508789
1548,1921.09188232
1566,1736.63844971
1578,1921.51807617
1580,1889.80658936
1589,6962.46697266
1606,6201.69068359
1637,720.293436279
1642,1266.91581543
1659,8749.12055664
1661,1009.93659546
1666,2772.84586914
1671,7681.53436523
1702,1262.11687988
1704,1875.88987793
1714,1326.0571875
1717,2382.13554199
1721,2543.58972168
1723,890.889897461
1725,6349.83615234
1726,3416.23081055
1732,1944.92502197
1738,3244.30799805
1742,2075.6559668
1748,2469.92578857
1754,4396.49482422
1767,936.479205322
1768,15925.8197656
1776,1367.38709717
1778,2612.15909912
1781,1789.09046875
1802,1241.25021484
1809,4254.06241699
1815,913.403128662
1823,7967.62568359
1845,3670.64509277
1847,2774.1039502
1859,3622.35801758
1896,1145.12244995
1897,1755.92795654
1907,7861.60246094
1909,1339.3721582
1924,3333.28782715
1925,1082.01530884
1931,1839.40069092
1949,2383.13637207
1954,1156.11643799
1957,6486.96509766
1961,2498.44880615
1965,4030.78160645
1970,939.487856445
1971,4301.40350586
1972,3108.87026855
1977,1307.18573242
1988,4156.68249512
2010,1541.28352295
2023,1643.37396973
2043,5229.90207031
2067,1431.56880371
2075,1115.3800354
2076,1899.95624756
2086,1679.91356689
2098,6005.55814453
2099,12397.4185352
2103,2916.92621582
2104,9285.72116211
2110,1462.18842529
2111,1093.80443237
2112,5028.65628418
2130,2443.89705811
2146,1616.73746094
2148,6549.74740234
2175,4045.34023437
2178,5588.46595703
2180,660.396762695
2186,1886.61273437
2197,2050.52628418
2198,13896.7632031
2203,1390.83445557
2207,2438.18399902
2215,5561.4015332
2218,898.350006104
2240,1734.35713623
2241,1269.6145752
2246,1416.91839844
2251,3447.67088379
2264,1764.65095947
2272,2574.23481689
2278,5543.98398437
2286,1596.07303711
2287,7967.73811523
2293,4802.47737793
2298,1448.46230225
2303,882.310275879
2308,7684.98883789
2310,2619.77525879
2311,1829.0495752
2322,6059.41530273
2335,896.055423584
2352,1800.37764648
2356,2287.2922876
2373,1550.89252197
2380,2827.29361816
2390,1811.29408691
2393,986.107364502
2398,873.057280273
2399,1126.55060059
2402,4606.2320752
2410,6543.19482422
2419,3969.97472656
2431,4116.56037598
2454,1005.75380005
2459,3100.08967773
2466,8746.39785156
2476,4613.67770508
2486,6196.95433594
2495,4852.3090918
2500,2026.22879639
2517,1824.66966797
2531,653.268790283
2541,1528.73784424
2547,7157.17895508
2559,1032.99041016
2561,2219.33751953
2565,4072.82499023
2570,1498.70038208
2579,4543.23658203
2600,1698.10325195
2608,2042.87847656
2616,2166.33226807
2619,1393.92973145
2622,1442.20291748
2639,1451.55522705
2655,1887.86972168
2687,1132.00255371
2698,1649.56706787
2712,3756.01263184
2748,1098.33584473
2749,3233.02358398
2756,1581.26890625
2758,1877.78641113
2763,6152.90955078
2780,1067.90696411
2793,1742.11990479
2794,1455.71467773
2795,8744.8187793
2798,1382.32820801
2810,1243.70806641
2824,4453.6590332
2831,1085.7422644
2832,616.732540283
2841,4147.69385742
2850,1461.26009766
2852,1471.41364258
2874,1632.2697998
2885,2241.83240967
2904,1539.1514209
2928,1809.99692383
2938,1186.52338135
2953,2159.77471191
2955,5110.18958008
2988,11020.3358203
2994,1607.02229248
3000,1593.71081299
3010,1892.14858887
3018,2765.39485352
3019,2177.84778076
3032,1336.91442627
3039,9462.58169922
3051,1245.01256348
3072,5097.57236328
3074,2219.2938623
3106,4169.45662109
3109,1045.66628906
3116,730.962980957
3119,3938.11992676
3127,1575.30018799
3129,841.535883789
3130,7418.24652344
3148,1495.47583496
3167,1354.11556885
3168,1747.15101562
3179,2116.00266602
3188,1109.01719971
3206,6032.48310547
3211,2292.34789307
3227,1174.70210327
3231,1050.1184314
3246,5626.54852539
3253,3880.66158203
3255,2699.78968262
3256,3145.99029297
3274,2037.57951416
3276,1348.10553955
3283,1875.77280762
3310,729.16083252
3321,1239.13699463
3329,7106.11836914
3331,6124.84576172
3332,2288.60792969
3336,1511.1011499
3346,2087.13934814
3360,6207.95944336
3371,4232.11489746
3402,2912.1832959
3406,2382.02371338
3408,1915.70805176
3451,5243.85660156
3471,2254.6993042
3473,803.623623047
3489,1443.42236328
3493,3408.07292969
3496,2573.74950684
3497,6009.29727539
3530,1048.36463745
3536,5230.48960938
3549,4483.98691406
3561,1954.7006665
3562,2497.31553223
3563,917.409881592
3564,850.96092041
3566,1558.88418945
3571,2254.84827881
3586,1926.27924072
3596,2284.19081543
3603,2889.25949707
3612,1765.71959961
3625,2132.77779541
3626,3282.35543457
3636,5010.36075195
3648,846.908664551
3662,12646.5432031
3665,1354.38691406
3667,1060.03205933
3679,3387.93474609
3682,987.037185059
3691,3625.87496094
3702,1319.38728516
3707,9661.21771484
3710,1378.97328369
3715,2414.860354
3717,3261.85780762
3724,2432.33708252
3725,6122.15921875
3735,889.964490967
3737,1824.79250977
3745,2189.75034668
3753,2146.88145752
3764,2914.45835449
3771,1118.89882324
3782,690.141210937
3788,1558.08523926
3791,2132.5653125
3794,5384.21724609
3817,7640.33714844
3821,1963.39393799
3843,6584.63391602
3844,2918.43505371
3854,6874.69026367
3862,2223.49618652
3863,6651.02900391
3870,1452.00685547
3876,1933.91417969
3886,8132.41754883
3889,5679.80463867
3904,4660.78119141
3905,3811.79626953
3906,1095.91990356
3911,2351.47707275
3914,1414.85494385
3925,898.716520996
3926,866.240844727
3927,9334.14921875
3930,2826.12765625
3937,2151.94438477
3953,1413.60301025
3955,1159.42219971
3956,1568.14557129
3959,2320.7602417
3960,1608.00512695
3969,1320.92243896
3982,1746.66417236
3984,2028.74134277
3999,1529.92284668
4009,2022.04703613
4014,5739.04882812
4024,4986.81076172
4030,1908.16881592
4050,6806.99617188
4076,1570.74070068
4078,1503.27564209
4084,2268.5032373
4086,4251.15049805
4103,866.305428467
4112,1783.65782471
4119,6243.24734375
4134,2097.81746826
4135,1275.34256348
4147,4115.62643066
4154,1582.36391357
4157,1372.19343994
4162,2258.84411133
4164,4302.87070801
4174,1854.91378174
4177,1450.10166504
4184,1121.16668213
4217,3647.08148926
4232,1437.27015625
4233,2424.70038086
4246,2267.65616211
4250,1195.78731201
4252,5760.68621094
4254,1553.48948486
4255,6708.5325
4269,1427.58071533
4270,3215.71463867
4278,784.792647705
4282,1040.35795654
4285,939.107832031
4303,977.698515625
4312,5079.99755859
4326,2297.22824951
4344,3117.96373535
4353,4075.62228516
4362,3426.10945313
4388,4645.92859375
4394,2432.0657959
4398,2086.08668945
4406,5583.4171582
4407,3816.93672363
4420,3445.95051758
4423,2124.34199219
4427,1487.48971191
4441,2460.49605713
4462,808.24480835
4463,1020.14354858
4468,1283.38765381
4472,2870.66725098
4473,3033.19243164
4476,2437.75661865
4487,730.704978027
4495,901.552316895
4520,1773.27551514
4532,1575.41597168
4538,1577.2903833
4555,1767.85258301
4581,2246.00051514
4586,1241.23727539
4603,809.478117676
4604,1046.74234863
4606,1736.86815918
4612,1252.51782715
4623,1844.6964917
4626,1851.42838623
4627,4645.52287109
4639,1293.43313965
4640,1814.16314941
4641,1391.7082251
4645,2096.34987305
4647,1650.10129639
4669,1805.7610376
4675,1884.42950439
4682,6261.23898437
4685,2042.26935547
4687,1782.40842041
4694,4013.88530762
4701,832.324748535
4702,1156.90790283
4704,1533.68620605
4708,2360.45372314
4710,963.58404541
4727,988.751881104
4743,1875.52607178
4747,1188.30307495
4748,4270.8337207
4750,1626.48685059
4751,1411.66897461
4768,1247.24136719
4773,2785.61224609
4782,1047.17145874
4788,1523.67969971
4795,2345.38532227
4796,1495.04360352
4836,1662.89202881
4858,881.886530762
4902,1518.13997314
4906,875.465681152
4923,2016.44169922
4937,934.04276123
4942,845.568283691
4945,680.621030273
4947,1428.4895459
4951,8388.56458984
4957,9566.8028125
4961,1852.10609863
4962,1425.90776367
4969,1894.95823242
4974,1192.75690308
5012,892.340644531
5036,2298.73689941
5039,3007.72585449
5055,3516.8696875
5058,1253.3065625
5078,1850.08029785
5083,1139.20038086
5087,1508.13547363
5096,3304.60768555
5101,4463.90044434
5102,2374.47717773
5108,2025.99930908
5111,787.160812988
5120,1543.82616943
5123,4286.73333496
5127,1213.57834229
5134,2183.32850342
5139,1081.69663574
5150,4302.84373047
5159,1260.44313232
5165,2816.28366211
5174,1702.78665527
5175,949.136217041
5193,1162.21591064
5197,3568.58106445
5198,1615.24754883
5199,2776.10960449
5206,2851.09759277
5220,1046.15352783
5236,4538.88075684
5240,1527.12847168
5261,4525.27286133
5269,6784.64173828
5287,1539.05512207
5289,2533.7196582
5290,10055.2153613
5291,1454.13434082
5294,3747.3404248
5309,1103.75297729
5318,3283.66368652
5322,959.855351563
5330,1675.37618652
5333,2239.01947754
5339,1361.65143799
5349,1085.97919922
5356,1609.85406982
5378,2983.3928125
5394,1099.5077063
5395,1330.85097168
5396,1702.54100342
5399,2447.53063965
5402,1269.35062988
5407,1123.25858887
5416,2247.39620605
5418,1513.12790527
5430,4480.80665527
5468,1977.46393555
5469,1079.15917236
5476,1166.91192627
5479,4963.1306543
5491,700.409451904
5496,1655.97602539
5500,1019.6034082
5505,1271.65303955
5511,2790.98190918
5514,1483.19419434
5523,1153.68842529
5525,3490.23953613
5526,1118.33963989
5538,3235.96527832
5539,1269.69434326
5546,1685.11171875
5549,1819.93198242
5550,5419.75458984
5555,5646.0024707
5559,3012.42876709
5561,5748.0740332
5587,1335.01859131
5589,4384.78040039
5593,5892.04757812
5599,4710.03111816
5600,4272.28664062
5609,2774.09910645
5620,3605.92043457
5621,8487.9990625
5624,1563.13577881
5647,1464.2541333
5649,1616.73914307
5657,1256.30015625
5664,5965.92424805
5671,1480.80268311
5681,2386.21066406
5686,2287.53874512
5694,2249.04645752
5696,2633.63119629
5701,3546.92736816
5706,1942.44738525
5711,2992.03399902
5715,4513.80587891
5723,1403.88121826
5724,1689.155625
5725,2252.52008301
5736,1091.97573608
5739,2142.30528076
5740,7834.57318359
5756,4431.99013672
5764,1566.34537842
5776,2865.16945313
5784,6980.09425781
5785,1316.04781494
5790,2306.03505127
5802,958.732039795
5805,792.353800049
5806,1086.70563843
5825,3277.40052734
5834,11957.3897852
5841,1421.58376953
5851,2688.7395459
5860,1413.72703613
5867,1266.25775879
5876,2131.26961182
5880,1786.65057373
5888,5156.42672363
5890,5232.37523438
5893,981.180948486
5895,4275.23847656
5903,3479.07360352
5924,4406.96534668
5929,3030.22599609
5932,1412.92646973
5933,1346.60903076
5935,2582.03353516
5942,5254.53087891
5947,4051.34202637
5950,1309.90070801
5951,1495.12404541
5963,2155.16117676
5974,2834.99917969
5980,684.235777588
5992,1625.55865723
5995,5364.44250977
6012,1472.38362061
6016,9159.51885742
6018,1463.48019531
6023,1510.23410645
6029,12234.3076562
6031,4084.58325684
6052,4280.26114258
6058,1759.94075439
6062,1007.66374146
6066,838.590031738
6076,1611.18506104
6077,1662.24163818
6081,1037.85894409
6100,1508.25127686
6107,1378.73663086
6114,1500.67213135
6119,4159.8166748
6124,973.967248535
6134,1653.71772949
6138,2093.572854
6139,1777.25269775
6145,2827.71902832
6156,2489.43913086
6160,4490.10005371
6192,2848.05638672
6207,4515.10212402
6226,1320.51146973
6237,7205.53738281
6238,2729.4810498
6265,5268.14561523
6266,2518.52921387
6267,1276.17415283
6268,945.296767578
6272,1440.33776855
6279,1747.3655249
6294,1509.73591797
6302,1150.84732178
6315,1249.32623047
6318,1504.12894531
6323,4008.44790527
6351,3838.31493652
6353,3284.10506836
6356,2121.2527002
6361,1850.22032471
6365,1551.0074707
6370,957.142353516
6372,2044.08726807
6379,1707.4236499
6386,1729.88073975
6397,1171.79210205
6402,3135.36643066
6406,2284.41419922
6409,1607.44827881
6426,1905.03775146
6434,2001.16749512
6443,3205.5565332
6447,921.111550293
6457,3439.34473633
6483,1547.9083252
6485,6804.7912207
6488,6629.15662109
6493,1632.55914063
6494,1273.64756836
6500,1725.47458008
6509,3219.9013623
6516,2866.42472168
6518,3406.87350586
6520,1233.22258301
6527,1713.95563965
6536,1573.81796631
6540,1647.19126221
6544,5346.0844043
6548,671.412718506
6551,3538.46289551
6552,1135.91302734
6555,2370.44409912
6571,4794.11710937
6572,947.031219482
6580,1608.28630127
6583,901.469647217
6584,2193.68885986
6590,6451.79847656
6592,7536.20661133
6593,1396.03061523
6608,856.219825439
6612,1203.91385132
6619,1477.57859375
6633,1607.47353516
6634,1964.7137793
6637,1282.69967041
6642,2547.23515137
6644,1366.98382812
6657,7429.92546875
6667,4048.72408203
6668,1720.85736572
6671,1258.77391113
6672,721.360559082
6685,977.901634521
6687,3754.80583984
6691,1447.25861572
6698,5349.72046875
6701,1838.5685791
6708,616.462023926
6726,2507.86069336
6731,1425.61976074
6736,1499.13523926
6738,1179.60465576
6748,1155.45750244
6751,5801.01173828
6770,1823.93506348
6783,986.637700195
6789,3991.04956055
6794,2608.43599609
6801,1193.68111328
6811,935.942856445
6834,1535.87458008
6837,1156.11352295
6856,2487.51083496
6861,1911.39007812
6875,1215.02629395
6882,3102.37320801
6886,1793.12364258
6887,5010.11732422
6888,1379.44393066
6902,943.791202393
6903,3109.1375
6924,3011.53471191
6945,7074.04688477
6949,6892.00089844
6958,1413.14502197
6960,24610.6744531
6961,2938.77010742
6964,3543.16944824
6988,3707.47374023
6990,1065.18809692
6994,1176.69658691
6998,3782.90368652
7000,2309.48611572
7020,1026.58121094
7026,1835.49944092
7034,2474.48671387
7041,5333.66338867
7059,919.658183594
7062,2117.62698486
7063,2418.02591309
7075,6495.56542969
7082,951.793104248
7093,1845.00003174
7094,3431.76988281
7098,1056.52318604
7105,7683.72819336
7110,2694.57535645
7120,1424.52567139
7129,766.786713867
7149,1088.85081543
7152,1138.39284546
7154,1249.92188721
7164,2700.82224609
7165,2302.60099121
7173,1126.35892456
7176,824.795454102
7177,2805.46745605
7178,1776.1676123
7180,1436.50855713
7184,2310.73523926
7190,863.231424561
7197,4284.34510254
7211,2049.48872559
7213,2123.21658691
7214,2393.39041016
7218,6657.04561523
7229,1119.32116211
7250,1623.25828125
7257,4625.59621582
7263,2240.81336426
7272,6539.73496094
7288,1841.74141113
7303,5221.84391602
7306,973.366040039
7315,3166.99663574
7318,3835.41194336
7322,4454.52156738
7327,1815.64200195
7343,904.666340332
7348,2201.95669678
7359,2770.90589844
7367,7410.80476563
7368,1314.68958496
7372,4664.77469727
7373,1171.28668701
7381,1614.55122803
7387,4749.01330566
7391,1304.2727417
7406,2615.60693604
7407,1712.28926758
7431,3505.17528809
7432,1460.39275879
7449,1466.95512939
7453,1134.41242554
7455,1038.41924194
7458,2968.79791748
7465,3842.99094727
7469,2213.22607422
7471,1539.86775879
7491,2815.40668945
7496,803.643079834
7497,1022.02291382
7511,3270.59935059
7520,1870.57884277
7526,1091.0280835
7530,5783.80628906
7539,830.859359131
7548,1871.61344238
7550,1218.76137451
7568,2647.39958008
7572,6181.70186523
7576,1342.14014771
7581,2233.83635986
7583,3113.34489258
7585,1988.32204346
7597,2526.95526855
7620,1786.04619141
7624,1507.10136719
7628,2767.91578125
7634,1024.3069519
7650,1092.34800415
7655,5305.50892578
7658,2028.64590332
7661,1646.0539502
7669,1977.44549316
7675,2248.43954346
7680,1604.77618164
7692,914.725892334
7693,1294.65959229
7703,9354.47426758
7713,1670.36663086
7724,953.744477539
7729,2096.51373291
7735,1307.32722656
7736,1370.15203369
7742,2749.08979492
7760,3925.85108887
7763,1026.35231567
7768,6768.81952148
7772,1734.25078369
7782,9665.29930664
7801,1839.79411133
7809,1597.35938477
7810,1203.31421387
7811,1097.64620361
7813,1771.13874512
7815,3201.48725586
7819,1051.35603149
7826,1137.74649658
7827,1226.59168945
7830,721.008342285
7834,1205.08368896
7836,5648.25631836
7841,1238.6672583
7861,1654.07557861
7870,5660.64014648
7880,1560.75165283
7882,3577.73333008
7884,5058.13541016
7889,7544.03022461
7893,1223.22672852
7928,4912.46244141
7943,2121.55834229
7957,3046.47768555
7962,2102.71983887
7977,4494.35247559
7992,1993.59501709
7997,2312.9469751
8006,3853.48465332
8033,1794.17804199
8042,1179.95327637
8055,1786.69602539
8058,1788.04349609
8075,2098.40508057
8080,4871.07160156
8092,1902.00325684
8095,3153.24109375
8102,1173.68274536
8116,1920.94039062
8135,1987.71666992
8141,3267.65929199
8147,2194.15551514
8148,1116.99303833
8151,3794.37253906
8153,1958.19411377
8158,1193.59013916
8165,1059.38743774
8170,7336.82432617
8172,1398.38461914
8193,4628.5100293
8228,1959.02169189
8233,6868.63726562
8235,4415.34702637
8236,3354.05897949
8245,1801.58325684
8261,4584.9612793
8284,3565.57453125
8301,3556.2231543
8309,1575.90594238
8311,2646.48110352
8328,5635.32286133
8333,2001.85047363
8344,3944.55367676
8346,1403.94587158
8355,841.831337891
8369,2765.16523438
8382,2736.77870117
8383,6921.75620117
8395,2843.60860352
8396,2166.01578369
8407,1988.28096191
8416,1512.23296631
8419,3180.79472656
8424,1362.46481689
8453,2582.34012695
8454,2016.8571582
8470,2062.05500977
8490,2263.32378662
8497,1555.68557617
8520,921.003225098
8524,1141.05133301
8525,6050.17063477
8530,1608.83641846
8533,6480.89928711
8553,2533.8087207
8557,1972.56926758
8561,778.528845215
8562,965.160343018
8563,2418.45474121
8588,1515.19542236
8589,1651.21196289
8591,3441.8235498
8593,1165.96076782
8595,1229.31558228
8596,2733.05179199
8606,1556.02355713
8615,1603.42544922
8619,3724.09085449
8620,2344.78407227
8621,1362.15692139
8624,1361.8976709
8641,2841.66893555
8648,1682.04887207
8653,1070.03721558
8654,2009.2083252
8655,5769.03792969
8659,1733.16540527
8660,1065.08859863
8677,1299.53312256
8692,3821.34373047
8694,3533.32721191
8703,11379.0744727
8705,2057.04847412
8712,972.375418701
8716,2824.2064209
8729,1178.70958984
8733,2607.94145996
8735,3194.30447266
8736,2271.87073975
8755,2439.24783203
8756,1191.01030762
8763,5082.75094238
8768,1308.19395996
8786,1227.03648682
8799,934.884536133
8809,3090.85491211
8811,1848.7135791
8834,1338.20149658
8837,4018.79102539
8839,3448.7407666
8852,1558.06594482
8857,1414.03959961
8859,1037.44024536
8861,2452.58865234
8867,1284.08359863
8869,1330.08388184
8875,2473.46348389
8885,4429.31870605
8888,2011.61556641
8893,1124.34913574
8894,4751.64025391
8901,4633.39769043
8907,3884.56006348
8915,9902.69126953
8916,1271.26157227
8921,1166.06999512
8922,4756.94744141
8944,6158.19558594
8945,4303.48032715
8954,4839.85896973
8955,3906.64785156
8982,1666.230354
8983,2672.14375488
8987,2560.89338379
8993,1118.18220337
9004,1497.71404785
9014,1245.4182959
9015,3529.70640137
9017,2882.72173828
9030,1674.2176001
9039,1190.36168335
9063,2067.43102051
9069,2358.78976563
9095,2785.95914551
9113,3390.95843262
9128,3956.71712402
9129,5195.68026367
9132,1835.35535156
9143,3161.39874023
9147,2015.59822266
9178,833.361635742
9192,4144.17253906
9197,2620.98696289
9212,2416.99887207
9223,10627.1874805
9237,3215.1621582
9245,3703.18920898
9259,3841.11748535
9268,1456.16071533
9271,1495.6116626
9278,2284.75861084
9285,2431.42106201
9287,6122.38958008
9289,1220.8122583
9292,4920.80885254
9293,3488.38925293
9306,5064.83873047
9314,5904.25355469
9334,1847.54614014
9335,1756.66919189
9343,1944.24437988
9355,2014.22149658
9358,2530.60640625
9364,2694.47826172
9367,4125.12547852
9371,1462.46453125
9380,1348.17167725
9382,2057.76161621
9384,817.237768555
9385,2528.06765381
9399,1058.60117676
9401,3952.96525391
9402,3522.02984863
9419,1663.85349609
9421,10610.7225391
9425,1668.69680176
9432,1481.66592773
9442,2057.62773193
9448,1589.69363037
9453,2550.22071289
9460,3961.9458252
9470,1906.32249512
9472,2690.35655762
9474,1284.31872559
9482,2787.78410645
9486,5967.25064453
9492,6950.83729492
9514,1054.86001953
9522,3140.10311035
9539,1403.80351074
9543,1178.77993164
9553,572.208287354
9560,1001.49279907
9563,898.260054932
9577,933.238317871
9585,1527.8311792
9589,2817.43514648
9594,2255.65560791
9595,1260.11468506
9605,1061.69127197
9609,4244.35574219
9625,2096.4056665
9632,2307.36921387
9636,4728.94671875
9647,1917.69348877
9652,1139.09400024
9655,1353.50358154
9667,764.141566162
9673,1895.1105542
9675,1021.33717651
9683,1564.35371094
9694,2053.39199219
9695,5165.12423828
9699,3606.75990723
9700,2439.89394531
9703,3522.75047852
9707,4717.84073242
9728,2097.41982666
9735,773.02432251
9742,2004.15934814
9743,12394.1652344
9757,3318.7561084
9760,1522.55868896
9762,8959.42341797
9764,2250.32894287
9766,1826.3997998
9770,2151.0488208
9776,2355.52038086
9787,5246.42466797
9792,2499.45606934
9801,2401.22609375
9828,1753.43761963
9842,2037.75993164
9851,3725.70884766
9853,1068.59791138
9875,1442.86873047
9877,4216.11590332
9883,2411.65391357
9890,912.232659912
9893,4199.46586914
9896,2796.60053711
9922,5898.47145508
9930,832.881821289
9933,1064.08838013
9949,1176.13506226
9957,1409.10421143
9973,1166.30664062
9976,4774.03600586
9978,1467.66511475
9980,2041.9777124
9982,1098.07670288
10003,2253.36479004
10008,1219.62221436
