loss,id
1735.21948242,2
1040.36242676,10
8250.57128906,23
1928.34155273,34
1013.47680664,41
1109.60229492,61
2214.39746094,73
1242.01550293,89
2180.56152344,93
4074.00976562,107
1724.21801758,130
2432.97021484,149
1187.65185547,153
10383.3710938,156
2589.45605469,172
1962.64160156,174
2294.28369141,202
1342.22424316,208
1274.34692383,212
1607.00561523,218
1487.77783203,223
3635.12719727,228
1102.35302734,232
1757.67553711,248
2252.78710938,260
3781.65771484,276
3356.91577148,277
1942.41552734,285
2204.00219727,291
1179.79870605,292
1215.00256348,298
1132.55737305,306
1133.49499512,316
599.356384277,318
1698.09118652,320
4326.01367188,325
2937.62036133,335
2495.51074219,343
1542.44763184,383
1908.55175781,386
4061.40087891,388
1256.12976074,393
1514.6385498,402
1471.03320312,406
1145.63305664,414
3300.95605469,422
1884.2565918,430
2131.20117188,435
1820.1328125,437
11811.3710938,449
2048.76464844,450
1819.91601562,451
2011.75878906,474
1332.83483887,499
5340.48730469,502
1345.71765137,517
1874.97900391,522
1372.74316406,526
1534.97839355,527
1553.10351562,534
3432.13037109,536
819.088989258,542
3312.57421875,552
1861.08276367,561
1716.38171387,563
1190.0020752,576
1455.86901855,584
1525.75378418,592
1364.22973633,599
2180.31518555,603
4109.95556641,605
3970.90332031,608
4438.29199219,621
674.308410645,625
1431.73620605,644
1231.31420898,653
2306.32763672,670
1879.13378906,674
2207.34130859,679
1334.29443359,681
2114.57348633,685
6865.90332031,691
1339.35595703,693
3676.03320312,699
1516.61584473,784
1093.55700684,786
5118.25927734,797
1754.22644043,806
2310.44824219,821
5269.54003906,829
1657.26757812,836
1480.51342773,837
2485.97900391,843
1429.42858887,854
2788.91430664,857
1850.22875977,860
5748.92382812,867
9491.44628906,878
3077.80957031,881
3137.66772461,890
1666.34777832,893
1857.3984375,895
4032.48242188,900
2835.99169922,917
2060.85717773,921
8664.125,926
2037.21582031,930
1739.97570801,936
3810.52954102,938
2036.3059082,951
1898.83544922,970
11854.3349609,987
1454.70715332,988
1942.62182617,992
1674.41748047,993
4172.390625,997
2013.01098633,1001
3018.11938477,1014
3685.59667969,1020
10868.2851562,1039
1328.4564209,1046
1660.94750977,1062
941.307006836,1075
5930.05908203,1079
1331.14440918,1082
1030.99450684,1092
2384.48413086,1095
2675.1003418,1104
2169.19311523,1112
2420.92236328,1117
3926.59033203,1125
1989.47729492,1128
4161.55859375,1129
2564.57861328,1131
2145.03588867,1134
1660.83032227,1156
1293.89367676,1160
1798.55493164,1161
2882.69604492,1162
3053.25683594,1166
1780.5838623,1167
869.414794922,1168
684.135437012,1169
4335.31640625,1174
3236.52392578,1177
1445.01098633,1181
1884.89282227,1187
5842.00683594,1189
5141.74804688,1195
4106.45507812,1198
3481.24462891,1203
1618.18017578,1211
1614.70007324,1226
1200.03991699,1230
5567.35205078,1237
1602.7755127,1256
2095.98852539,1283
2321.66577148,1285
3184.15551758,1288
1021.49230957,1302
1128.0333252,1309
1866.00146484,1317
1706.37805176,1338
2367.02026367,1343
3284.96655273,1345
5727.35351562,1349
1370.83203125,1350
1549.98986816,1364
2528.99267578,1366
3946.84423828,1370
1279.45202637,1372
1737.30700684,1386
785.562255859,1389
1452.0637207,1420
1165.41992188,1439
2695.68041992,1442
1161.50793457,1460
1972.88208008,1466
1601.60852051,1472
1571.69665527,1487
2552.80810547,1524
6711.14013672,1533
2380.02807617,1535
668.260620117,1537
3389.15063477,1540
2101.05761719,1548
1754.24328613,1566
1621.73388672,1578
2050.09570312,1580
6823.39697266,1589
6908.30126953,1606
860.867919922,1637
1307.96337891,1642
9078.11035156,1659
1116.22839355,1661
2990.49145508,1666
8042.60546875,1671
1343.52941895,1702
2013.93774414,1704
1472.0925293,1714
1761.5916748,1717
3545.66503906,1721
802.76385498,1723
5740.94140625,1725
2935.72973633,1726
1922.07373047,1732
3159.42773438,1738
1965.73022461,1742
2340.48999023,1748
4668.16259766,1754
1014.6595459,1767
14231.1123047,1768
1508.2355957,1776
2625.0690918,1778
1972.45214844,1781
1166.71289062,1802
3536.48876953,1809
917.53894043,1815
7748.07666016,1823
3398.89160156,1845
2484.86254883,1847
3725.28857422,1859
1183.50927734,1896
1627.75769043,1897
7625.68896484,1907
1564.08691406,1909
3065.08666992,1924
1422.2635498,1925
1881.60766602,1931
1768.17358398,1949
1269.71496582,1954
5933.13476562,1957
3558.59350586,1961
4066.41455078,1965
874.380371094,1970
4753.76953125,1971
3047.94335938,1972
1312.57385254,1977
4079.58935547,1988
1450.53295898,2010
1702.43786621,2023
5364.71923828,2043
1455.77270508,2067
1094.01733398,2075
